date,sentiment_score
2026-02-14 19:59:52,-0.149752
2026-02-14 20:04:00,0.034264
2026-02-14 20:05:33,0.306079
2026-02-14 20:06:00,0.420124
2026-02-14 20:08:00,-0.2228
2026-02-14 20:09:32,0.290185
2026-02-14 20:09:59,0.128295
2026-02-14 20:15:59,-0.056501
2026-02-14 20:20:00,0.000914
2026-02-14 20:25:00,0.227563
2026-02-14 20:26:27,0.013756
2026-02-14 20:27:12,0.02955
2026-02-14 20:27:29,-0.445138
2026-02-14 20:27:30,0.003397
2026-02-14 20:27:34,0.158661
2026-02-14 20:27:37,0.021798
2026-02-14 20:27:39,0.044252
2026-02-14 20:28:00,0.120243
2026-02-14 20:28:02,0.730282
2026-02-14 20:28:07,0.302198
2026-02-14 20:28:09,0.148195
2026-02-14 20:28:10,-0.245576
2026-02-14 20:28:20,0.300843
2026-02-14 20:32:47,0.035154
2026-02-14 20:34:30,0.052018
2026-02-14 20:34:44,0.030368
2026-02-14 20:34:46,0.479361
2026-02-14 20:36:09,-0.17991
2026-02-14 20:38:20,0.268867
2026-02-14 20:40:00,0.112766
2026-02-14 20:54:00,0.523474
2026-02-14 20:57:14,-0.091702
2026-02-14 20:57:28,0.265225
2026-02-14 20:57:33,0.122901
2026-02-14 20:57:33,0.01045
2026-02-14 20:57:35,0.411217
2026-02-14 20:57:36,-0.273003
2026-02-14 20:57:38,0.4315
2026-02-14 20:57:38,0.49777
2026-02-14 20:57:40,-0.407227
2026-02-14 20:57:40,0.163573
2026-02-14 20:57:40,0.037542
2026-02-14 20:57:42,0.356823
2026-02-14 20:57:51,0.007921
2026-02-14 20:57:53,-0.123652
2026-02-14 20:57:54,0.087529
2026-02-14 20:58:00,-0.079616
2026-02-14 20:58:17,0.140366
2026-02-14 20:58:27,0.210592
2026-02-14 20:58:28,-0.410342
2026-02-14 21:01:46,0.631285
2026-02-14 21:02:06,0.477747
2026-02-14 21:05:00,0.029922
2026-02-14 21:09:00,0.321494
2026-02-14 21:12:00,-0.081569
2026-02-14 21:18:00,0.276915
2026-02-14 21:20:00,0.024084
2026-02-14 21:20:14,-0.020236
2026-02-14 21:26:00,0.063613
2026-02-14 21:26:00,0.035061
2026-02-14 21:26:26,0.401781
2026-02-14 21:26:38,0.406982
2026-02-14 21:26:57,0.645073
2026-02-14 21:26:58,0.047697
2026-02-14 21:26:58,0.141406
2026-02-14 21:27:09,0.505409
2026-02-14 21:27:13,0.709583
2026-02-14 21:27:16,0.129013
2026-02-14 21:27:24,-0.232308
2026-02-14 21:27:26,0.473581
2026-02-14 21:27:29,0.026692
2026-02-14 21:27:32,-0.413566
2026-02-14 21:27:35,0.428918
2026-02-14 21:27:37,0.331116
2026-02-14 21:27:45,0.026472
2026-02-14 21:27:50,-0.401278
2026-02-14 21:27:56,-0.185883
2026-02-14 21:28:07,0.019785
2026-02-14 21:28:12,0.517513
2026-02-14 21:28:15,0.211181
2026-02-14 21:28:19,-0.225891
2026-02-14 21:28:25,0.626903
2026-02-14 21:28:27,0.525929
2026-02-14 21:38:00,0.402412
2026-02-14 21:46:00,0.000943
2026-02-14 21:49:53,0.01936
2026-02-14 21:56:41,-0.106249
2026-02-14 21:57:21,0.168719
2026-02-14 21:57:32,0.143775
2026-02-14 21:57:38,0.113961
2026-02-14 21:58:03,0.084442
2026-02-14 21:58:18,-0.399719
2026-02-14 21:58:27,-0.400368
2026-02-14 21:58:28,0.254741
2026-02-14 21:58:42,0.045769
2026-02-14 22:06:11,-0.269056
2026-02-14 22:07:00,0.039875
2026-02-14 22:08:00,-0.203665
2026-02-14 22:11:00,0.25921
2026-02-14 22:16:34,0.226431
2026-02-14 22:21:14,0.298683
2026-02-14 22:26:37,-0.447752
2026-02-14 22:26:53,0.442147
2026-02-14 22:27:28,-0.386557
2026-02-14 22:27:29,0.407483
2026-02-14 22:27:30,-0.319294
2026-02-14 22:27:30,-0.244202
2026-02-14 22:27:35,0.427398
2026-02-14 22:27:37,0.39542
2026-02-14 22:27:52,-0.714162
2026-02-14 22:28:05,0.332392
2026-02-14 22:28:08,0.327178
2026-02-14 22:28:08,-0.192865
2026-02-14 22:30:00,0.509541
2026-02-14 22:30:55,0.013026
2026-02-14 22:31:11,-0.053314
2026-02-14 22:31:24,0.340457
2026-02-14 22:33:01,-0.093182
2026-02-14 22:49:20,0.327855
2026-02-14 22:57:02,0.209892
2026-02-14 22:57:12,0.015452
2026-02-14 22:57:32,0.020484
